流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check
000164,Excellent J 2019,20190911.0,C,,,29.0,,"Egger, Nigai and Strecke","Peter H. Egger, Sergey Nigai and Nora M. Strecker",2019.0,The Taxing Deed of Globalization,American Economic Review,AER,109(2),353-90,,"D31, F16, F61, H22, H24",0,"Egger, Nigai and Strecker (2019)_The Taxing Deed of Globalization_AER 109(2) 353-90",2019-10-07 00:00:00,2019-10-07 00:00:00,0,1.0,/volume1/web/DB/000164,"/volume1/web/DB/Egger, Nigai and Strecker (2019)_The Taxing Deed of Globalization_AER 109(2) 353-90_en.pdf",/volume1/web/DB/Egger_Nigai_Strecker2019_AER_inChinese_20191007_pcn.pdf,2020-07-02 00:00:34.162629,1
000165,Excellent J 2019,20190911.0,C,,,86.0,,Elliott and Golub,Matthew Elliott and Benjamin Golub,2019.0,A Network Approach to Public Goods,Journal of Political Economy,JPE,127(2),730-776,,,,,2019-10-07 00:00:00,2019-10-07 00:00:00,0,1.0,/volume1/web/DB/000165,/volume1/web/DB/Elliott and Golub (2019)_A Network Approach to Public Goods_JPE 127(2) 730-776_en.pdf,/volume1/web/DB/Elliott_Golub2019_JPE_inChinese_20191007_pcn.pdf,2020-07-02 00:00:34.162838,1
000166,Excellent J 2019,20190911.0,C,,,51.0,,"Gavazza,  Nardotto,  Valletti","Alessandro Gavazza, Mattia Nardotto, Tommaso Valletti",2019.0,Internet and Politics: Evidence from U.K. Local Elections and Local Government Policies ,Review of Economic Studies,REStud,86(5),2092–2135,,,,,2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000166,"/volume1/web/DB/Gavazza, Nardotto, Valletti (2019) Internet and Politics Evidence_RESTUD 86(5) 2092???2135_en.pdf",/volume1/web/DB/Gavazza_Nardotto_Valletti2019_RESTUD_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.167159,1
000167,Excellent J 2019,20190911.0,C,,,59.0,,Hjort and Poulsen,Jonas Hjort and Jonas Poulsen,2019.0,The Arrival of Fast Internet and Employment in Africa,American Economic Review,AER,109(3),1032-79,,"F14, J23, J24, J63, L86, O15, O33",0,Hjort and Poulsen (2019)_The Arrival of Fast Internet and Employment in Africa_AER 109(3) 1032-79,2019-10-14 00:00:00,2019-10-14 00:00:00,0,1.0,/volume1/web/DB/000167,/volume1/web/DB/Hjort and Poulsen (2019)_The Arrival of Fast Internet and Employment in Africa_AER 109(3) 1032-79_en.pdf,/volume1/web/DB/Hjort_Poulsen2019_AER_inChinese_20191014_pcn.pdf,2020-07-02 00:00:34.167387,1
000168,Excellent J 2019,20190911.0,A,,李宗穎老師可能有興趣,43.0,,Ho and Lee,Kate Ho and Robin S. Lee,2019.0,Equilibrium Provider Networks: Bargaining and Exclusion in Health Care Markets,American Economic Review,AER,109(2),473-522,,"C78, D85, G22, H75, I11, I13, I18",0,Ho and Lee (2019)_Equilibrium Provider Networks Bargaining and Exclusion in Health Care Markets_AER 109(2) 473-522,2019-09-18 00:00:00,2019-09-18 00:00:00,0,1.0,/volume1/web/DB/000168,/volume1/web/DB/Ho and Lee (2019)_Equilibrium Provider Networks Bargaining and Exclusion in Health Care Markets_AER 109(2) 473-522_en.pdf,/volume1/web/DB/Ho_Lee2019_AER_inChinese_20190918_pcn.pdf,2020-07-02 00:00:34.073772,1
000169,Excellent J 2019,20190911.0,C,,,59.0,,Jaravel,Xavier Jaravel,2019.0,The Unequal Gains from Product Innovations: Evidence from the U.S. Retail Sector ,Quarterly Journal of Economics,QJE,134(2),715–783,,,,,2020-02-19 00:00:00,2020-02-19 00:00:00,0,1.0,/volume1/web/DB/000169,/volume1/web/DB/Jaravel (2019)_The Unequal Gains from Product Innovations_QJE 134(2) 715-783_en.pdf,/volume1/web/DB/Jaravel2019_QJE_inChinese_20200219_pcn.pdf,2020-07-02 00:00:34.167619,1
000170,Excellent J 2019,20190911.0,C,,,12.0,,"Jolivet, Turon","Grégory Jolivet, Hélène Turon",2019.0,Consumer Search Costs and Preferences on the Internet ,Review of Economic Studies,REStud,86(3),1258–1300,,,,,2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000170,"/volume1/web/DB/Jolivet, Turon (2019)_Consumer Search Costs and Preferences on the Internet_RESTUD 86(3) 1258???1300_en.pdf",/volume1/web/DB/Jolivet_Turon2019_RESTUD_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.167854,1
000171,Excellent J 2019,20190911.0,C,,,83.0,,"Kline, Petkova, Williams, Zidar","Patrick Kline, Neviana Petkova, Heidi Williams, Owen Zidar",2019.0,Who Profits from Patents? Rent-Sharing at Innovative Firms ,Quarterly Journal of Economics,QJE,134(3),1343–1404,,,,,2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000171,"/volume1/web/DB/Kline, Petkova, Williams, Zidar (2019)_Who Profits from Patents Rent-Sharing at Innovative Firms_QJE 134(3) 1343???1404_en.pdf",/volume1/web/DB/Kline_Petkova_Williams_Zidar2019_QJE_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.168089,1
000172,Excellent J 2019,20190911.0,C,,,28.0,,"Liu, Mierendorff, Shi and Zhong","Qingmin Liu, Konrad Mierendorff, Xianwen Shi and Weijie Zhong",2019.0,Auctions with Limited Commitment,American Economic Review,AER,109(3),876-910,,"D44, D82",,"Liu, Mierendorff, Shi and Zhong (2019)_Auctions with Limited Commitment_AER 109(3) 876-910",2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000172,"/volume1/web/DB/Liu, Mierendorff, Shi and Zhong (2019)_Auctions with Limited Commitment_AER 109(3) 876-910_en.pdf",/volume1/web/DB/Liu_Mierendorff_Shi_Zhong2019_AER_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.168752,1
000173,Excellent J 2019,20190911.0,C,,,22.0,,Lundberg and Stearns,Shelly Lundberg and Jenna Stearns,2019.0,Women in Economics: Stalled Progress,Journal of Economic Perspectives,JEPerspectives,33(1),3-22,Women in economics,,,,2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000173,"/volume1/web/DB/Lundberg and Stearns_2019_Women in Economics_Stalled Progress_JEP 33 (1), 3-22_en.pdf",/volume1/web/DB/Lundberg_Stearns2019_JEP_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.168314,1
000174,Excellent J 2019,20190911.0,C,,,37.0,,Mitchener and Richardson,Kris James Mitchener and Gary Richardson,2019.0,Network Contagion and Interbank Amplification during the Great Depression,Journal of Political Economy,JPE,127(2),465-507,,,,,2019-10-02 00:00:00,2019-10-02 00:00:00,0,1.0,/volume1/web/DB/000174,/volume1/web/DB/Mitchener and Richardson (2019)_Network Contagion_JPE 127(2) 465-507_en.pdf,/volume1/web/DB/Mitchener_Richardson2019_JPE_inChinese_20191002_pcn.pdf,2020-07-02 00:00:34.168530,1
000175,Excellent J 2019,20190911.0,C,,,7.0,,Nava and Schiraldi,Francesco Nava and Pasquale Schiraldi,2019.0,Differentiated Durable Goods Monopoly: A Robust Coase Conjecture,American Economic Review,AER,109(5),1930-68,,"C78, D42, L12",0,Nava and Schiraldi (2019)_Differentiated Durable Goods Monopoly A Robust Coase Conjecture_AER 109(5) 1930-68,2019-10-01 00:00:00,2019-10-01 00:00:00,0,1.0,/volume1/web/DB/000175,/volume1/web/DB/Nava and Schiraldi (2019)_Differentiated Durable Goods Monopoly A Robust Coase Conjecture_AER 109(5) 1930-68_en.pdf,/volume1/web/DB/Nava_Schiraldi2019_AER_inChinese_20191001_pcn.pdf,2020-07-02 00:00:34.168974,1
000176,Excellent J 2019,20190911.0,C,,,64.0,,Nordhaus,William Nordhaus,2019.0,Can We Control Carbon Dioxide? (From 1975),American Economic Review,AER,109(6),2015-35,,0,0,Nordhaus (2019)_Can We Control Carbon Dioxide (From 1975)_AER 109(6) 2015-35,2019-10-14 00:00:00,2019-10-14 00:00:00,0,1.0,/volume1/web/DB/000176,/volume1/web/DB/Nordhaus (2019)_Can We Control Carbon Dioxide (From 1975)_AER 109(6) 2015-35_en.pdf,/volume1/web/DB/Nordhaus2019_AER_inChinese_20191014_pcn.pdf,2020-07-02 00:00:34.169209,1
000177,Excellent J 2019,20190911.0,C,,,22.0,,Nordhaus,William Nordhaus,2019.0,Climate Change: The Ultimate Challenge for Economics,American Economic Review,AER,109(6),1991-2014,,0,0,Nordhaus (2019)_Climate Change The Ultimate Challenge for Economics_AER 109(6) 1991-2014,2019-10-15 00:00:00,2019-10-15 00:00:00,0,1.0,/volume1/web/DB/000177,/volume1/web/DB/Nordhaus (2019)_Climate Change The Ultimate Challenge for Economics_AER 109(6) 1991-2014_en.pdf,/volume1/web/DB/Nordhaus2019a_AER_inChinese_20191015_pcn.pdf,2020-07-02 00:00:34.169470,1
000178,Excellent J 2019,20190911.0,C,,,,,Pakes and Sobel,Ariel Pakes and Joel Sobel,2019.0,Parag Pathak: Winner of the 2018 Clark Medal,Journal of Economic Perspectives,JEPerspectives,33(1),231-46,Articles,,,,2019-10-01 00:00:00,2019-10-01 00:00:00,0,1.0,/volume1/web/DB/000178,/volume1/web/DB/Pakes and Sobel_2019_Parag Pathak_Winner of the 2018 Clark Medal_JEP 33 (1)_231-46_en.pdf,/volume1/web/DB/Pakes_Sobel2019_JEP_inChinese_20191001_pcn.pdf,2020-07-02 00:00:34.169690,1
000179,Excellent J 2019,20190911.0,C,,,1.0,,Polanski,Arnold Polanski,2019.0,"Communication networks, externalities, and the price of information",RAND Journal of Economics,RAND,50(2),481-502,,,,,2019-10-01 00:00:00,2019-10-01 00:00:00,0,1.0,/volume1/web/DB/000179,"/volume1/web/DB/Polanski (2019)_Communication Networks, Externalities, and the Price of Information_RAND 50(2), 481-502_en.pdf",/volume1/web/DB/Polanski2019_RAND_inChinese_20191001_pcn.pdf,2020-07-02 00:00:34.162202,1
000180,Excellent J 2019,20190911.0,C,,,3.0,,"Reisinger, Tarantino","Reisinger, Tarantino",2019.0,"Patent pools, vertical integration, and downstream competition",RAND Journal of Economics,RAND,50(1),168-200,,,,,2019-09-23 00:00:00,2019-09-23 00:00:00,0,1.0,/volume1/web/DB/000180,"/volume1/web/DB/Reisinger and Tarantino (2019)_Patent Pools, Vertical Integration, and Downstream Competition_RAND 50(1), 168-200_en.pdf",/volume1/web/DB/Reisinger_Tarantino2019_RAND_inChinese_20190923_pcn.pdf,2020-07-02 00:00:34.169902,1
000181,Excellent J 2019,20190911.0,C,,,4.0,,Roth and Wilson,Alvin E. Roth and Robert B. Wilson,2019.0,How Market Design Emerged from Game Theory: A Mutual Interview,Journal of Economic Perspectives,JEPerspectives,33(3),118-43,Articles,,,,2019-09-25 00:00:00,2019-09-25 00:00:00,0,1.0,/volume1/web/DB/000181,"/volume1/web/DB/Roth, Wilson_2019_How Market Design Emerged from Game Theory A Mutual Interview_JEP 33 (3) 118-43_en.pdf",/volume1/web/DB/Roth_Wilson2019_JEP_inChinese_20190925_pcn.pdf,2020-07-02 00:00:34.170113,1
000182,Excellent J 2019,20190911.0,C,,,89.0,,Schilbach,Frank Schilbach,2019.0,Alcohol and Self-Control: A Field Experiment in India,American Economic Review,AER,109(4),1290-1322,,"C93, D14, I12, J22, J24, J31, O12",,Schilbach (2019)_Alcohol and Self-Control A Field Experiment in India_AER 109(4) 1290-1322,2019-09-25 00:00:00,2019-09-25 00:00:00,0,1.0,/volume1/web/DB/000182,/volume1/web/DB/Schilbach (2019)_Alcohol and Self-Control A Field Experiment in India_AER 109(4) 1290-1322_en.pdf,/volume1/web/DB/Schilbach2019_AER_inChinese_20190925_pcn.pdf,2020-07-02 00:00:34.170342,1
000183,Excellent J 2019,20190911.0,C,,,,,Taylor,Timothy Taylor,2019.0,Some Journal of Economic Perspectives Articles Recommended for Classroom Use,Journal of Economic Perspectives,JEPerspectives,33(3),243-48,Features,,,,2019-09-24 00:00:00,2019-09-24 00:00:00,0,1.0,/volume1/web/DB/000183,/volume1/web/DB/Taylor (2019)_Some Journal of Economic Perspectives Articles Recommended for Classroom Use_JEP 33 (3) 243-48_en.pdf,/volume1/web/DB/Taylor2019_JEP_inChinese_20190924_pcn.pdf,2020-07-02 00:00:34.170555,1
000184,Convenience Store Industry,20190920.0,B,游雅婷,,300.0,,Nishida and Yang,"Mitsukuni Nishida, Nathan Yang",2019.0,Franchising as a Strategic Lever in Dynamic Retail Competition,Working Paper,WorkingPaper,,,,,,Nishida and Yang (2019)_Franchising as a Strategic Lever in Dynamic Retail Competition_Working Paper,2019-10-21 00:00:00,2019-10-21 00:00:00,0,1.0,/volume1/web/DB/000184,/volume1/web/DB/Nishida and Yang (2019)_Franchising as a Strategic Lever in Dynamic Retail Competition_Working Paper_en.pdf,/volume1/web/DB/Nishida_Yang2019_WorkingPaper_inChinese_20191021_pcn.pdf,2020-07-02 00:00:34.112225,1
000185,Convenience Store Industry,20190920.0,B,游雅婷,,3.0,,Nishida and Yang,"Mitsukuni Nishida, Nathan Yang",2018.0,Franchising and Preemption in Retail Expansion: Evidence from the Convenience-Store Industry,Working Paper,WorkingPaper,,,,,,Nishida and Yang (2018)_Franchising and Preemption in Retail Expansion_Working Paper,2019-10-21 00:00:00,2019-10-21 00:00:00,0,1.0,/volume1/web/DB/000185,/volume1/web/DB/Nishida and Yang (2018)_Franchising and Preemption in Retail Expansion_Working Paper_en.pdf,/volume1/web/DB/Nishida_Yang2018_WorkingPaper_inChinese_20191021_pcn.pdf,2020-07-02 00:00:34.113047,1
000186,Convenience Store Industry,20190920.0,B,游雅婷,,67.0,,Nishida,Mitsukuni Nishida,2015.0,Estimating a Model of Strategic Network Choice: The Convenience-Store Industry in Okinawa,Marketing Science,MarketingSci,34(1),20-38,,,,"Nishida (2015)_Estimating a Model of Strategic Network Choice_Marking Science 34(1), 20-38",2019-10-16 00:00:00,2019-10-16 00:00:00,0,1.0,/volume1/web/DB/000186,"/volume1/web/DB/Nishida (2015)_Estimating a Model of Strategic Network Choice_Marking Science 34(1), 20-38_en.pdf",/volume1/web/DB/Nishida2015_MarketingScience_inChinese_20191016_pcn.pdf,2020-07-02 00:00:34.112434,1
000187,Convenience Store Industry,20190920.0,B,游雅婷,,,,Nishida,Mitsukuni Nishida,2018.0,"A Structural Analysis of Entry Order, Performance, and Geography: The Case of the Convenience-Store Industry in Japan",Working Paper,WorkingPaper,,,,,,"Nishida (2018)_A Structural Analysis of Entry Order, Performance, and Geography_Working Paper, 1-47",2019-10-18 00:00:00,2019-10-18 00:00:00,0,1.0,/volume1/web/DB/000187,"/volume1/web/DB/Nishida (2018)_A Structural Analysis of Entry Order, Performance, and Geography_Working Paper, 1-47_en.pdf",/volume1/web/DB/Nishida2018_A_Structural_Analysis_of_Entry_Order_Performance_and_Geography_inChinese_20191018_pcn.pdf,2020-07-02 00:00:34.112846,1
000188,Convenience Store Industry,20190920.0,B,游雅婷,,9.0,,Nishida,Mitsukuni Nishida,2017.0,First-Mover Advantage Through Distribution: A Decomposition Approach,Marketing Science,MarketingSci,36(4),590-609,,,,"Nishida (2017)_First-Mover Advantage Through Distribution_Marking Science 36(4), 590-609",2019-10-15 00:00:00,2019-10-15 00:00:00,0,1.0,/volume1/web/DB/000188,"/volume1/web/DB/Nishida (2017)_First-Mover Advantage Through Distribution_Marking Science 36(4), 590-609_en.pdf",/volume1/web/DB/Nishida2017_MarketingScience_inChinese_20191015_pcn.pdf,2020-07-02 00:00:34.112637,1
000189,FC 20190926,20190926.0,A,賴孚權,,90.0,,Sappington,David E. M. Sappington,2005.0,On the Irrelevance of Input Prices for Make-or-Buy Decisions,American Economic Review,AER,95(5),1631-1638,,,,"Sappington (2005)_On the Irrelevance of Input Prices for Make-or-Buy Decisions_AER 95(5), 1631-1638",2019-09-27 00:00:00,2019-09-27 00:00:00,0,1.0,/volume1/web/DB/000189,"/volume1/web/DB/Sappington (2005)_On the Irrelevance of Input Prices for Make-or-Buy Decisions_AER 95(5), 1631-1638_en.pdf",/volume1/web/DB/Sappington2005_AER_inChinese_20190927_pcn.pdf,2020-07-02 00:00:34.070569,1
000190,FC 20191001,20191001.0,A,,,8.0,,Buechel and Roehl,"Berno Buechel, Nils Roehl",2015.0,Robust Equilibria in Location Games,European Journal of Operational Research,EurJOpeResearch,240(2),505-517,,,,"Buechel and Roehl (2015)_Robust Equilibria in Location Games_European J Operational Research 240(2), 505-517",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000190,"/volume1/web/DB/Buechel and Roehl (2015)_Robust Equilibria in Location Games_European J Operational Research 240(2), 505-517_en.pdf",/volume1/web/DB/Buechel_Roehl2015_EuroJOperationalResearch_inChinese_20191004_pcn.pdf,2020-07-02 00:00:34.070353,1
000191,FC 20191001,20191001.0,A,賴孚權,,25.0,,"Hoernig, Jay, Neumann, Peitz, Pluckebaum, Vogelsang","Steffen Hoernig, StephanJay, Karl-HeinzNeumann, MartinPeitz, Thomas Pluckebaum, IngoVogelsang",2012.0,The Impact of Different Fibre Access Network Technologies_,Telecommunications Policy,TelecommunPolicy,36(2),96-112,,,,"Hoernig et al. (2012)_The Impact of Different Fibre Access Network Technologies_Tele Policy 36(2), ",2019-10-08 00:00:00,2019-10-08 00:00:00,0,1.0,/volume1/web/DB/000191,"/volume1/web/DB/Hoernig et al. (2012)_The Impact of Different Fibre Access Network Technologies on Cost_TelecommuPolicy 36(2), 96-112_en.pdf",/volume1/web/DB/Hoernig_Jay_Neumann_Peitz_Pluckebaum_Vogelsang2012_TelePolicy_inChinese_20191008_pcn.pdf,2020-07-02 00:00:34.070122,1
000192,FC 20191001,20191001.0,A,賴孚權,,3.0,,"Pinto, Almeida and Parreira","Alberto Pinto, João Paulo Almeida and Telmo Parreira",2016.0,Local Market Structure in a Hotelling Town,Journal of Dynamics and Games,JDynamGames,3(1),75-100,,,,"Pinto, Almeida and Parreira (2016)_Local Market Structure in a Hotelling Town_Journal of Dynamics and Games 3(1), 75-100",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000192,"/volume1/web/DB/Pinto, Almeida and Parreira (2016)_Local Market Structure in a Hotelling Town_Journal of Dynamics and Games 3(1), 75-100_en.pdf",/volume1/web/DB/Pinto_Almeida_Parreira2016_JournalofDynamicsandGames_inChinese_20191004_pcn.pdf,2020-07-02 00:00:34.069882,1
000193,FC 20191001,20191001.0,A,,,13.0,,Reggiani,,2014.0,Spatial Price Discrimination in the Spokes Model,Journal of Economics & Management Strategy,JEManageStrat,23(3),628-649,,,,"Reggiani (2014)_Spatial Price Discrimination in the Spokes Model_J Econ & Manag Strategy 23(3), 628-649",2019-10-01 00:00:00,2019-10-01 00:00:00,0,1.0,/volume1/web/DB/000193,"/volume1/web/DB/Reggiani (2014)_Spatial Price Discrimination in the Spokes Model_J Econ & Manag Strategy 23(3), 628-649_en.pdf",/volume1/web/DB/Reggiani2014_JournalofEconomics&ManagementStrategy_inChinese_20191001_pcn.pdf,2020-07-02 00:00:34.069670,1
000194,FC 20191001,20191001.0,A,,,4.0,,Wang and Wang,,2018.0,A Network-City Model of Spatial Competition,Economics Letters,EL,170,168-170,,,,"Wang and Wang (2018)_A Network-City Model of Spatial Competition_Economics Letters 170, 168-170",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000194,"/volume1/web/DB/Wang and Wang (2018)_A Network-City Model of Spatial Competition_Economics Letters 170, 168-170_en.pdf",/volume1/web/DB/Wang_Wang2018_EconomicsLetters_inChinese_20191004_pcn.pdf,2020-07-02 00:00:34.069472,1
000195,FC 20191003,20191003.0,A,,,256.0,,Chen and Riordan,Yongmin Chen and Michael H. Riordan,2007.0,Price and Variety in the Spokes Model,Economic Journal,EJ,117(522),897-921,,,,"Chen and Riordan (2007)_Price and Variety in the Spokes Model_EJ, 117(522), 897-921",2019-10-07 00:00:00,2019-10-07 00:00:00,0,1.0,/volume1/web/DB/000195,"/volume1/web/DB/Chen and Riordan (2007)_Price and Variety in the Spokes Model_EJ, 117(522), 897-921_en.pdf",/volume1/web/DB/Chen_Riordan2007_EJ_inChinese_20191007_pcn.pdf,2020-07-02 00:00:34.069256,1
000196,FC 20191007,20191007.0,D,賴孚權,,1672.0,,Fershtman and Judd,Chaim Fershtman and Kenneth L. Judd,1987.0,Equilibrium Incentives in Oligopoly,American Economic Review,AER,77(5),927-940,,,,"Fershtman and Judd (1987)_Equilibrium Incentives in Oligopoly_AER 77(5), 927-940",,,0,0.0,/volume1/web/DB/000196,"/volume1/web/DB/Fershtman and Judd (1987)_Equilibrium Incentives in Oligopoly_AER 77(5), 927-940_en.pdf",,2020-07-02 00:00:34.061640,1
000197,FC 20191007,20191007.0,A,賴孚權,,512.0,,"Fourcade, Ollion and Algan","Marion Fourcade, Etienne Ollion and Yann Algan",2015.0,The Superiority of Economists,Journal of Economic Perspectives,JEPerspectives,29(1),89-114,,,,"Fourcade, Ollion and Algan (2015)_The Superiority of Economists_JEPerspectives 29(1), 89-114",2019-12-17 00:00:00,2019-12-17 00:00:00,0,1.0,/volume1/web/DB/000197,"/volume1/web/DB/Fourcade, Ollion and Algan (2015)_The Superiority of Economists_JEPerspectives 29(1), 89-114_en.pdf",/volume1/web/DB/Fourcade_Ollion_Algan2015_JEPerspectives_inChinese_20191217_pcn.pdf,2020-07-02 00:00:34.069045,1
000198,FC 20191007,20191007.0,B,賴孚權,,75.0,,Mayer,,2000.0,Spatial Cournot Competition and Heterogenous Production Costs Across Locations,Regional Science and Urban Economics,RSUE,30(3),325-352,,,,"Mayer (2000)_Spatial Cournot Competition and Heterogenous Production Costs Across Locations_RSUE 30(3), 325-352",2019-10-14 00:00:00,2019-10-14 00:00:00,0,1.0,/volume1/web/DB/000198,"/volume1/web/DB/Mayer (2000)_Spatial Cournot Competition_RSUE 30(3), 325-352_en.pdf",/volume1/web/DB/Mayer2000_RSUE_inChinese_20191014_pcn.pdf,2020-07-02 00:00:34.134433,1
000199,AER2018,20191015.0,C,,,88.0,,"Akee, Copeland, Costello and Simeonova","Randall Akee, William Copeland, E. Jane Costello and Emilia Simeonova",2018.0,How Does Household Income Affect Child Personality Traits and Behaviors?,American Economic Review,AER,108(3),775-827,,"D14, I12, I26, I31, I38, J13, J15",,"Akee, Copeland, Costello and Simeonova (2018)_How Does Household Income Affect Child Personality_AER 108(3), 775-827",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000199,"/volume1/web/DB/Akee, Copeland, Costello and Simeonova (2018)_How Does Household Income Affect Child Personality_AER 108(3), 775-827_en.pdf",/volume1/web/DB/Akee_Copeland_Costello_Simeonova2018_AER_inChinese_20191022_pcn.pdf,2020-07-02 00:00:34.171913,1
