流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check,Unnamed: 29,已列印
000189,FC 20190926,20190926,A,賴孚權,,90.0,,Sappington,David E. M. Sappington,2005.0,On the Irrelevance of Input Prices for Make-or-Buy Decisions,American Economic Review,AER,95(5),1631-1638,,,,"Sappington (2005)_On the Irrelevance of Input Prices for Make-or-Buy Decisions_AER 95(5), 1631-1638",2019-09-27 00:00:00,2019-09-27 00:00:00,0,1.0,/volume1/web/DB/000189,/volume1/web/DB/000189/000189_en.pdf,/volume1/web/DB/Sappington2005_AER_inChinese_20190927_pcn.pdf,2020-10-03 00:00:04.382751,1,,
000190,FC 20191001,20191001,A,,,8.0,,Buechel and Roehl,"Berno Buechel, Nils Roehl",2015.0,Robust Equilibria in Location Games,European Journal of Operational Research,EurJOpeResearch,240(2),505-517,,,,"Buechel and Roehl (2015)_Robust Equilibria in Location Games_European J Operational Research 240(2), 505-517",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000190,/volume1/web/DB/000190/000190_en.pdf,/volume1/web/DB/Buechel_Roehl2015_EuroJOperationalResearch_inChinese_20191004_pcn.pdf,2020-10-03 00:00:04.382549,1,,
000191,FC 20191001,20191001,A,賴孚權,,25.0,,"Hoernig, Jay, Neumann, Peitz, Pluckebaum, Vogelsang","Steffen Hoernig, StephanJay, Karl-HeinzNeumann, MartinPeitz, Thomas Pluckebaum, IngoVogelsang",2012.0,The Impact of Different Fibre Access Network Technologies_,Telecommunications Policy,TelecommunPolicy,36(2),96-112,,,,"Hoernig et al. (2012)_The Impact of Different Fibre Access Network Technologies_Tele Policy 36(2), ",2019-10-08 00:00:00,2019-10-08 00:00:00,0,1.0,/volume1/web/DB/000191,/volume1/web/DB/000191/000191_en.pdf,/volume1/web/DB/Hoernig_Jay_Neumann_Peitz_Pluckebaum_Vogelsang2012_TelePolicy_inChinese_20191008_pcn.pdf,2020-10-03 00:00:04.382336,1,,
000192,FC 20191001,20191001,A,賴孚權,,3.0,,"Pinto, Almeida and Parreira","Alberto Pinto, Jo?o Paulo Almeida and Telmo Parreira",2016.0,Local Market Structure in a Hotelling Town,Journal of Dynamics and Games,JDynamGames,3(1),75-100,,,,"Pinto, Almeida and Parreira (2016)_Local Market Structure in a Hotelling Town_Journal of Dynamics and Games 3(1), 75-100",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000192,/volume1/web/DB/000192/000192_en.pdf,/volume1/web/DB/Pinto_Almeida_Parreira2016_JournalofDynamicsandGames_inChinese_20191004_pcn.pdf,2020-10-03 00:00:04.382097,1,,
000193,FC 20191001,20191001,A,,,13.0,,Reggiani,,2014.0,Spatial Price Discrimination in the Spokes Model,Journal of Economics & Management Strategy,JEManageStrat,23(3),628-649,,,,"Reggiani (2014)_Spatial Price Discrimination in the Spokes Model_J Econ & Manag Strategy 23(3), 628-649",2019-10-01 00:00:00,2019-10-01 00:00:00,0,1.0,/volume1/web/DB/000193,/volume1/web/DB/000193/000193_en.pdf,/volume1/web/DB/Reggiani2014_JournalofEconomics&ManagementStrategy_inChinese_20191001_pcn.pdf,2020-10-03 00:00:04.381895,1,,
000194,FC 20191001,20191001,A,,,4.0,,Wang and Wang,,2018.0,A Network-City Model of Spatial Competition,Economics Letters,EL,170,168-170,,,,"Wang and Wang (2018)_A Network-City Model of Spatial Competition_Economics Letters 170, 168-170",2019-10-04 00:00:00,2019-10-04 00:00:00,0,1.0,/volume1/web/DB/000194,/volume1/web/DB/000194/000194_en.pdf,/volume1/web/DB/Wang_Wang2018_EconomicsLetters_inChinese_20191004_pcn.pdf,2020-10-03 00:00:04.381703,1,,
000195,FC 20191003,20191003,A,,,256.0,,Chen and Riordan,Yongmin Chen and Michael H. Riordan,2007.0,Price and Variety in the Spokes Model,Economic Journal,EJ,117(522),897-921,,,,"Chen and Riordan (2007)_Price and Variety in the Spokes Model_EJ, 117(522), 897-921",2019-10-07 00:00:00,2019-10-07 00:00:00,0,1.0,/volume1/web/DB/000195,/volume1/web/DB/000195/000195_en.pdf,/volume1/web/DB/Chen_Riordan2007_EJ_inChinese_20191007_pcn.pdf,2020-10-03 00:00:04.381498,1,,
000196,FC 20191007,20191007,D,賴孚權,,1672.0,,Fershtman and Judd,Chaim Fershtman and Kenneth L. Judd,1987.0,Equilibrium Incentives in Oligopoly,American Economic Review,AER,77(5),927-940,,,,"Fershtman and Judd (1987)_Equilibrium Incentives in Oligopoly_AER 77(5), 927-940",,,0,0.0,/volume1/web/DB/000196,/volume1/web/DB/000196/000196_en.pdf,,2020-10-03 00:00:04.374377,1,,
000197,FC 20191007,20191007,A,賴孚權,,512.0,,"Fourcade, Ollion and Algan","Marion Fourcade, Etienne Ollion and Yann Algan",2015.0,The Superiority of Economists,Journal of Economic Perspectives,JEPerspectives,29(1),89-114,,,,"Fourcade, Ollion and Algan (2015)_The Superiority of Economists_JEPerspectives 29(1), 89-114",2019-12-17 00:00:00,2019-12-17 00:00:00,0,1.0,/volume1/web/DB/000197,/volume1/web/DB/000197/000197_en.pdf,/volume1/web/DB/Fourcade_Ollion_Algan2015_JEPerspectives_inChinese_20191217_pcn.pdf,2020-10-03 00:00:04.381302,1,,
000198,FC 20191007,20191007,B,賴孚權,,75.0,,Mayer,,2000.0,Spatial Cournot Competition and Heterogenous Production Costs Across Locations,Regional Science and Urban Economics,RSUE,30(3),325-352,,,,"Mayer (2000)_Spatial Cournot Competition and Heterogenous Production Costs Across Locations_RSUE 30(3), 325-352",2019-10-14 00:00:00,2019-10-14 00:00:00,0,1.0,/volume1/web/DB/000198,/volume1/web/DB/000198/000198_en.pdf,/volume1/web/DB/Mayer2000_RSUE_inChinese_20191014_pcn.pdf,2020-10-03 00:00:04.491598,1,,
000199,AER2018,20191015,C,,,88.0,,"Akee, Copeland, Costello and Simeonova","Randall Akee, William Copeland, E. Jane Costello and Emilia Simeonova",2018.0,How Does Household Income Affect Child Personality Traits and Behaviors?,American Economic Review,AER,108(3),775-827,,"D14, I12, I26, I31, I38, J13, J15",,"Akee, Copeland, Costello and Simeonova (2018)_How Does Household Income Affect Child Personality_AER 108(3), 775-827",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000199,/volume1/web/DB/000199/000199_en.pdf,/volume1/web/DB/Akee_Copeland_Costello_Simeonova2018_AER_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.536022,1,,
000200,AER2018,20191015,C,,reply,981.0,,Ausubel,Lawrence M. Ausubel,2018.0,An Efficient Ascending-Bid Auction for Multiple Objects: Reply,American Economic Review,AER,108(2),561-563,,D44,,"Ausubel (2018)_An Efficient Ascending-Bid Auction for Multiple Objects_AER 108(2), 561-563",2019-10-21 00:00:00,2019-10-21 00:00:00,0,1.0,/volume1/web/DB/000200,/volume1/web/DB/000200/000200_en.pdf,/volume1/web/DB/Ausubel2018_AmericanEconomicReview_inChinese_20191021_pcn.pdf,2020-10-03 00:00:04.536229,1,,
000201,AER2018,20191015,C,賴孚權 陳為政,,79.0,,"Bergemann, Bonatti and Smolin","Dirk Bergemann, Alessandro Bonatti and Alex Smolin",2018.0,The Design and Price of Information,American Economic Review,AER,108(1),1-48,,"D42, D81, D82, D83",,"Bergemann, Bonatti and Smolin (2018)_The Design and Price of Information_AER 108(1), 1-48",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000201,/volume1/web/DB/000201/000201_en.pdf,/volume1/web/DB/Bergemann_Bonatti_Smolin2018_AER_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.536429,1,,
000202,AER2018,20191015,C,,,36.0,,"Blumenstock, Callen and Ghani","Joshua Blumenstock, Michael Callen and Tarek Ghani",2018.0,Why Do Defaults Affect Behavior? Experimental Evidence from Afghanistan,American Economic Review,AER,108(10),2868-2901,,"C93, D14, D91, O12",,"Blumenstock, Callen and Ghani (2018)_Why Do Defaults Affect Behavior_AER 108(10), 2868-2901",2019-10-30 00:00:00,2019-10-30 00:00:00,0,1.0,/volume1/web/DB/000202,/volume1/web/DB/000202/000202_en.pdf,/volume1/web/DB/Blumenstock_Callen_Ghani2018_AER_inChinese_20191030_pcn.pdf,2020-10-03 00:00:04.536635,1,,
000203,AER2018,20191015,C,,,57.0,,Casaburi and Willis,Lorenzo Casaburi and Jack Willis,2018.0,Time versus State in Insurance: Experimental Evidence from Contract Farming in Kenya,American Economic Review,AER,108(12),3778-3813,,"G22, I32, O13, O16, Q12, Q14",,"Casaburi and Willis (2018)_Time versus State in Insurance_AER 108(12), 3778-3813",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000203,/volume1/web/DB/000203/000203_en.pdf,/volume1/web/DB/Casaburi_Willis2018_AmericanEconomicReview_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.536839,1,,
000204,AER2018,20191015,C,,,37.0,,Chahrour and Jurado,Ryan Chahrour and Kyle Jurado,2018.0,News or Noise? The Missing Link,American Economic Review,AER,108(7),1702-1736,,"D83, D84, E12, E23, E32",,"Chahrour and Jurado (2018)_News or Noise_AER 108(7), 1702-1736",2019-10-21 00:00:00,2019-10-21 00:00:00,0,1.0,/volume1/web/DB/000204,/volume1/web/DB/000204/000204_en.pdf,/volume1/web/DB/Chahrour_Jurado2018_AmericanEconomicReview_inChinese_20191021_pcn.pdf,2020-10-03 00:00:04.537036,1,,
000205,AER2018,20191015,C,,,161.0,,"Coibion, Gorodnichenko and Kumar","Olivier Coibion, Yuriy Gorodnichenko and Saten Kumar",2018.0,How Do Firms Form Their Expectations? New Survey Evidence,American Economic Review,AER,108(9),2671-2713,,"D22, D83, D84, E31, E52",,"Coibion, Gorodnichenko and Kumar (2018)_How Do Firms Form Their Expectations_AER 108(9), 2671-2713",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000205,/volume1/web/DB/000205/000205_en.pdf,/volume1/web/DB/Coibion_Gorodnichenko_Kumar2018_AER_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.537237,1,,
000206,AER2018,20191015,C,,,23.0,,"Condra, Long, Shaver and Wright","Luke N. Condra, James D. Long, Andrew C. Shaver and Austin L. Wright",2018.0,The Logic of Insurgent Electoral Violence,American Economic Review,AER,108(11),3199-3231,,"D72, D74, O17",,"Condra, Long, Shaver and Wright (2018)_The Logic of Insurgent Electoral Violence_AER 108(11), 3199-3231",2019-10-29 00:00:00,2019-10-29 00:00:00,0,1.0,/volume1/web/DB/000206,/volume1/web/DB/000206/000206_en.pdf,/volume1/web/DB/Condra_Long_Shaver_Wright2018_AER_inChinese_20191029_pcn.pdf,2020-10-03 00:00:04.537489,1,,
000207,AER2018,20191015,C,,,93.0,,"De Quidt, Haushofer and Roth","Jonathan de Quidt, Johannes Haushofer, and Christopher Roth",2018.0,Measuring and Bounding Experimenter Demand,American Economic Review,AER,108(11),3266-3302,,"C83, C90, D83, D91",,"De Quidt, Haushofer and Roth (2018)_Measuring and Bounding Experimenter Demand_AER 108(11), 3266-3302",2019-10-23 00:00:00,2019-10-23 00:00:00,0,1.0,/volume1/web/DB/000207,/volume1/web/DB/000207/000207_en.pdf,/volume1/web/DB/DeQuidt_Haushofer_Roth2018_AER_inChinese_20191023_pcn.pdf,2020-10-03 00:00:04.537702,1,,
000208,AER2018,20191015,C,,,14.0,,Dubois and Lasio,Pierre Dubois and Laura Lasio,2018.0,Identifying Industry Margins with Price Constraints: Structural Estimation on Pharmaceuticals,American Economic Review,AER,108(12),3685-3724,,"C51, D24, I18, L13, L51, L65",,"Dubois and Lasio (2018)_Identifying Industry Margins with Price Constraints_AER 108(12), 3685-3724",2019-10-23 00:00:00,2019-10-23 00:00:00,0,1.0,/volume1/web/DB/000208,/volume1/web/DB/000208/000208_en.pdf,/volume1/web/DB/Dubois_Lasio2018_AER_inChinese_20191023_pcn.pdf,2020-10-03 00:00:04.537894,1,,
000209,AER2018,20191015,C,,,17.0,,"Eliason, Grieco, McDevitt and Roberts","Paul J. Eliason, Paul L. E. Grieco, Ryan C. McDevitt and James W. Roberts",2018.0,Strategic Patient Discharge: The Case of Long-Term Care Hospitals,American Economic Review,AER,108(11),3232-3265,,"H51, I11, I13, I18",,"Eliason, Grieco, McDevitt and Roberts (2018)_Strategic Patient Discharge_AER 108(11), 3232-3265",2019-10-30 00:00:00,2019-10-30 00:00:00,0,1.0,/volume1/web/DB/000209,/volume1/web/DB/000209/000209_en.pdf,/volume1/web/DB/Eliason_Grieco_McDevitt_Roberts2018_AER_inChinese_20191030_pcn.pdf,2020-10-03 00:00:04.538093,1,,
000210,AER2018,20191015,C,,,23.0,,"Fredriksson, Hensvik and Skans","Peter Fredriksson, Lena Hensvik and Oskar Nordstr?m Skans",2018.0,"Mismatch of Talent: Evidence on Match Quality, Entry Wages, and Job Mobility",American Economic Review,AER,108(11),3303-3338,,"D83, J24, J31, J41, J63, J64",,"Fredriksson, Hensvik and Skans (2018)_Mismatch of Talent_AER 108(11), 3303-3338",2019-10-24 00:00:00,2019-10-24 00:00:00,0,1.0,/volume1/web/DB/000210,/volume1/web/DB/000210/000210_en.pdf,/volume1/web/DB/Fredriksson_Hensvik_Skans2018_AER_inChinese_20191024_pcn.pdf,2020-10-03 00:00:04.538547,1,,
000211,AER2018,20191015,C,,,56.0,,"Fudenberg, Strack and Strzalecki","Drew Fudenberg, Philipp Strack and Tomasz Strzalecki",2018.0,"Speed, Accuracy, and the Optimal Timing of Choices",American Economic Review,AER,108(12),3651-3684,,"C41, D11, D12, D83",,"Fudenberg, Strack and Strzalecki (2018)_Speed, Accuracy, and the Optimal Timing of Choices_AER 108(12), 3651-3684",2019-11-01 00:00:00,2019-11-01 00:00:00,0,1.0,/volume1/web/DB/000211,/volume1/web/DB/000211/000211_en.pdf,/volume1/web/DB/Fudenberg_Strack_Strzalecki2018_AmericanEconomicReview_inChinese_20191101_pcn.pdf,2020-10-03 00:00:04.538343,1,,
000212,AER2018,20191015,C,,,186.0,,"Fuest, Peichl, and Siegloch","Clemens Fuest, Andreas Peichl and Sebastian Siegloch",2018.0,Do Higher Corporate Taxes Reduce Wages? Micro Evidence from Germany,American Economic Review,AER,108(2),393-418,,"H25, H31, H71, J16, J24, J31",,"Fuest, Peichl, and Siegloch (2018)_Do Higher Corporate Taxes Reduce Wages_AER 108(2), 393-418",2019-10-30 00:00:00,2019-10-30 00:00:00,0,1.0,/volume1/web/DB/000212,/volume1/web/DB/000212/000212_en.pdf,/volume1/web/DB/Fuest_Peichl_Siegloch2018_AER_inChinese_20191030_pcn.pdf,2020-10-03 00:00:04.538746,1,,
000213,AER2018,20191015,C,,,101.0,,Gaubert,Cecile Gaubert,2018.0,Firm Sorting and Agglomeration,American Economic Review,AER,108(1),3117-3153,,"D22, D24, R11, R32",,"Gaubert (2018)_Firm Sorting and Agglomeration_AER 108(1), 3117-3153",2019-10-16 00:00:00,2019-10-16 00:00:00,0,1.0,/volume1/web/DB/000213,/volume1/web/DB/000213/000213_en.pdf,/volume1/web/DB/Gaubert2018_AER_inChinese_20191016_pcn.pdf,2020-10-03 00:00:04.541275,1,,
000214,AER2018,20191015,C,,,51.0,,"Gavazza, Mongey and Violante","Alessandro Gavazza, Simon Mongey and Giovanni L. Violante",2018.0,Aggregate Recruiting Intensity,American Economic Review,AER,108(8),2088-2127,,"D22, E24, E32, J23, J41, J63, M51",,"Gavazza, Mongey and Violante (2018)_Aggregate Recruiting Intensity_AER 108(8), 2088-2127",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000214,/volume1/web/DB/000214/000214_en.pdf,/volume1/web/DB/Gavazza_Mongey_Violante2018_AER_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.538942,1,,
000215,AER2018,20191015,C,,,7.0,,"Hamilton, Jungheim, McManus and Pantano","Barton H. Hamilton, Emily Jungheim, Brian McManus and Juan Pantano",2018.0,"Health Care Access, Costs, and Treatment Dynamics: Evidence from In Vitro Fertilization",American Economic Review,AER,108(12),3725-3777,,"G22, I11, I13, I18, J13, J16",,"Hamilton, Jungheim, McManus and Pantano (2018)_Health Care Access, Costs, and Treatment Dynamics_AER 108(12), 3725-3777",2019-10-16 00:00:00,2019-10-16 00:00:00,0,1.0,/volume1/web/DB/000215,/volume1/web/DB/000215/000215_en.pdf,/volume1/web/DB/Hamilton_Jungheim_McManus_Pantano2018_AER_inChinese_20191016_pcn.pdf,2020-10-03 00:00:04.541472,1,,
000216,AER2018,20191015,C,,,37.0,,"Horta?su, Kastl and Zhang","Ali Horta?su, Jakub Kastl and Allen Zhang",2018.0,Bid Shading and Bidder Surplus in the US Treasury Auction System,American Economic Review,AER,108(1),147-169,,"D44, E63, H63",,"Horta?su, Kastl and Zhang (2018)_Bid Shading and Bidder Surplus_AER 108(1), 147-169",2019-10-28 00:00:00,2019-10-28 00:00:00,0,1.0,/volume1/web/DB/000216,/volume1/web/DB/000216/000216_en.pdf,/volume1/web/DB/Hortacsu_Kastl_Zhang2018_AER_inChinese_20191028_pcn.pdf,2020-10-03 00:00:04.541675,1,,
000217,AER2018,20191015,C,賴孚權 陳為政,,45.0,,Hvide and Jones,Hans K. Hvide and Benjamin F. Jones,2018.0,University Innovation and the Professor's Privilege,American Economic Review,AER,108(7),1860-1898,,"I23, L26, M13, O31, O33, O34",,"Hvide and Jones (2018)_University Innovation and the Professor's Privilege_AER 108(7), 1860-1898",2019-11-04 00:00:00,2020-09-22 00:00:00,0,2.0,/volume1/web/DB/000217,/volume1/web/DB/000217/000217_en.pdf,/volume1/web/DB/Hvide_Jones2018_AER_inChinese_20200922_pcnn.pdf,2020-10-03 00:00:04.541930,1,,印
000218,AER2018,20191015,C,,,13.0,,Jensen and Miller,Robert Jensen and Nolan H. Miller,2018.0,"Market Integration, Demand, and the Growth of Firms: Evidence From a Natural Experiment in India",American Economic Review,AER,108(12),3583-3625,,"D22, D83, L15, L25, L62, O12, O14",,"Jensen and Miller (2018)_Market Integration, Demand, and the Growth of Firms_AER 108(12), 3583-3625",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000218,/volume1/web/DB/000218/000218_en.pdf,/volume1/web/DB/Jensen_Miller2018_AER_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.541070,1,,
000219,AER2018,20191015,C,,,52.0,,Kuziemko and Washington,Ilyana Kuziemko and Ebonya Washington,2018.0,Why Did the Democrats Lose the South? Bringing New Data to an Old Debate,American Economic Review,AER,108(10),2830-2867,,"D72, J15, N42",,"Kuziemko and Washington (2018)_Why Did the Democrats Lose the South_AER 108(10), 2830-2867",2019-10-23 00:00:00,2019-10-23 00:00:00,0,1.0,/volume1/web/DB/000219,/volume1/web/DB/000219/000219_en.pdf,/volume1/web/DB/Kuziemko_Washington2018_AmericanEconomicReview_inChinese_20191023_pcn.pdf,2020-10-03 00:00:04.540404,1,,
000220,AER2018,20191015,C,,,12.0,,Lovo and Spaenjers,Stefano Lovo and Christophe Spaenjers,2018.0,A Model of Trading in the Art Market,American Economic Review,AER,108(3),744-774,,"C43, D44, E32, Z11",,"Lovo and Spaenjers (2018)_A Model of Trading in the Art Market_AER 108(3), 744-774",2019-10-30 00:00:00,2019-10-30 00:00:00,0,1.0,/volume1/web/DB/000220,/volume1/web/DB/000220/000220_en.pdf,/volume1/web/DB/Lovo_Spaenjers2018_AER_inChinese_20191030_pcn.pdf,2020-10-03 00:00:04.540878,1,,
000221,AER2018,20191015,C,賴孚權 陳為政,,170.0,,"Monte, Redding and Rossi-Hansberg","Ferdinando Monte, Stephen J. Redding and Esteban Rossi-Hansberg",2018.0,"Commuting, Migration, and Local Employment Elasticities",American Economic Review,AER,108(12),3855-3890,,"J23, J61, R23, R32, R41",,"Monte, Redding and Rossi-Hansberg (2018)_Commuting, Migration, and Local Employment_AER 108(12), 3855-3890",2019-10-31 00:00:00,2019-10-31 00:00:00,0,2.0,/volume1/web/DB/000221,/volume1/web/DB/000221/000221_en.pdf,/volume1/web/DB/Monte_Redding_RossiHansberg_2018_AER_inChinese_20191031_pcnn.pdf,2020-10-03 00:00:04.540679,1,,
000222,AER2018,20191015,C,賴孚權 陳為政,,11.0,,Nguyen and Vohra,Th?nh Nguyen and Rakesh Vohra,2018.0,Near-Feasible Stable Matchings with Couples,American Economic Review,AER,108(11),3154-3169,,"C78, D47, I11, J41, J44",,"Nguyen and Vohra (2018)_Near-Feasible Stable Matchings with Couples_AER 108(11), 3154-3169",2019-12-10 00:00:00,2019-12-10 00:00:00,0,1.0,/volume1/web/DB/000222,/volume1/web/DB/000222/000222_en.pdf,/volume1/web/DB/Nguyen_Vohra2018_AER_inChinese_20191210_pcn.pdf,2020-10-03 00:00:04.540206,1,,
000223,AER2018,20191015,C,,comment,981.0,,Okamoto,Noriaki Okamoto,2018.0,An Efficient Ascending-Bid Auction for Multiple Objects: Comment,American Economic Review,AER,108(2),555-560,,D44,,"Okamoto (2018)_An Efficient Ascending-Bid Auction for Multiple Objects_AER 108(2), 555-560",2019-10-30 00:00:00,2019-10-30 00:00:00,0,1.0,/volume1/web/DB/000223,/volume1/web/DB/000223/000223_en.pdf,/volume1/web/DB/Okamoto2018_AER_inChinese_20191030_pcn.pdf,2020-10-03 00:00:04.539996,1,,
000224,AER2018,20191015,C,,,16.0,,Plantin and Tirole,Guillaume Plantin and Jean Tirole,2018.0,Marking to Market versus Taking to Market,American Economic Review,AER,108(8),2246-2276,,"D21, D82, G34, G38, M41, M48",,"Plantin and Tirole (2018)_Marking to Market versus Taking to Market_AER 108(8), 2246-2276",2019-10-22 00:00:00,2019-10-22 00:00:00,0,1.0,/volume1/web/DB/000224,/volume1/web/DB/000224/000224_en.pdf,/volume1/web/DB/Plantin_Tirole2018_AmericanEconomicReview_inChinese_20191022_pcn.pdf,2020-10-03 00:00:04.539803,1,,
000225,AER2018,20191015,C,,,48.0,,Pons,Vincent Pons,2018.0,Will a Five-Minute Discussion Change Your Mind? A Countrywide Experiment on Voter Choice in France,American Economic Review,AER,108(6),1322-1363,,"C93, D7, D83",,"Pons (2018)_Will a Five-Minute Discussion Change Your Mind_AER 108(6), 1322-1363",2019-10-23 00:00:00,2019-10-23 00:00:00,0,1.0,/volume1/web/DB/000225,/volume1/web/DB/000225/000225_en.pdf,/volume1/web/DB/Pons2018_AER_inChinese_20191023_pcn.pdf,2020-10-03 00:00:04.539612,1,,
000226,AER2018,20191015,C,,,59.0,,"Qin, Str?mberg and Wu","Bei Qin, David Str?mberg and Yanhui Wu",2018.0,Media Bias in China,American Economic Review,AER,108(9),2442-2476,,"D72, L31, L82, O14, O17, P26, P31",,"Qin, Str?mberg and Wu (2018)_Media Bias in China_AER 108(9), 2442-2476",2019-10-23 00:00:00,2019-10-23 00:00:00,0,1.0,/volume1/web/DB/000226,/volume1/web/DB/000226/000226_en.pdf,/volume1/web/DB/Qin_Stromberg_Wu2018_AER_20191023_pcn.pdf,2020-10-03 00:00:04.539421,1,,
000227,AER2018,20191015,C,,要全翻 ? Indicates that the authors are in random order.,25.0,,Ray ? Robson,Debraj Ray ? Arthur Robson,2018.0,Certified Random: A New Order for Coauthorship,American Economic Review,AER,108(2),489-520,,"A14, Z13",,"Ray and Robson (2018)_Certified Random_AER 108(2), 489-520",2019-12-10 00:00:00,2019-12-10 00:00:00,1,1.0,/volume1/web/DB/000227,/volume1/web/DB/000227/000227_en.pdf,/volume1/web/DB/Ray_Robson2018_AER_inChinese_20191210_fcn.pdf,2020-10-03 00:00:04.539193,1,,
